cut_region,region,cut_provincia,provincia,cut_comuna,comuna,año,población
1,Tarapacá,11,Iquique,1101,Iquique,2002,173611
1,Tarapacá,11,Iquique,1101,Iquique,2003,169002
1,Tarapacá,11,Iquique,1101,Iquique,2004,167413
1,Tarapacá,11,Iquique,1101,Iquique,2005,167784
1,Tarapacá,11,Iquique,1101,Iquique,2006,169377
1,Tarapacá,11,Iquique,1101,Iquique,2007,171709
1,Tarapacá,11,Iquique,1101,Iquique,2008,174518
1,Tarapacá,11,Iquique,1101,Iquique,2009,177526
1,Tarapacá,11,Iquique,1101,Iquique,2010,180556
1,Tarapacá,11,Iquique,1101,Iquique,2011,183931
1,Tarapacá,11,Iquique,1101,Iquique,2012,187366
1,Tarapacá,11,Iquique,1101,Iquique,2013,190437
1,Tarapacá,11,Iquique,1101,Iquique,2014,193643
1,Tarapacá,11,Iquique,1101,Iquique,2015,196728
1,Tarapacá,11,Iquique,1101,Iquique,2016,199592
1,Tarapacá,11,Iquique,1101,Iquique,2017,202891
1,Tarapacá,11,Iquique,1101,Iquique,2018,209409
1,Tarapacá,11,Iquique,1101,Iquique,2019,216514
1,Tarapacá,11,Iquique,1101,Iquique,2020,223463
1,Tarapacá,11,Iquique,1101,Iquique,2021,227127
1,Tarapacá,11,Iquique,1101,Iquique,2022,229072
1,Tarapacá,11,Iquique,1101,Iquique,2023,230595
1,Tarapacá,11,Iquique,1101,Iquique,2024,231962
1,Tarapacá,11,Iquique,1101,Iquique,2025,233228
1,Tarapacá,11,Iquique,1101,Iquique,2026,234407
1,Tarapacá,11,Iquique,1101,Iquique,2027,235492
1,Tarapacá,11,Iquique,1101,Iquique,2028,236481
1,Tarapacá,11,Iquique,1101,Iquique,2029,237379
1,Tarapacá,11,Iquique,1101,Iquique,2030,238173
1,Tarapacá,11,Iquique,1101,Iquique,2031,238902
1,Tarapacá,11,Iquique,1101,Iquique,2032,239540
1,Tarapacá,11,Iquique,1101,Iquique,2033,240089
1,Tarapacá,11,Iquique,1101,Iquique,2034,240544
1,Tarapacá,11,Iquique,1101,Iquique,2035,240905
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2002,53625
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2003,63806
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2004,71062
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2005,76126
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2006,79924
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2007,83105
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2008,86042
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2009,88877
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2010,91654
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2011,94617
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2012,97654
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2013,100566
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2014,103622
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2015,106694
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2016,109732
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2017,113098
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2018,118379
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2019,124150
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2020,129999
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2021,134085
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2022,137263
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2023,140282
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2024,143294
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2025,146337
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2026,149416
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2027,152532
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2028,155681
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2029,158866
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2030,162080
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2031,165348
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2032,168655
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2033,171998
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2034,175377
1,Tarapacá,11,Iquique,1107,Alto Hospicio,2035,178792
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2002,9833
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2003,9837
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2004,9999
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2005,10271
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2006,10612
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2007,10998
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2008,11412
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2009,11839
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2010,12267
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2011,12717
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2012,13170
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2013,13595
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2014,14028
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2015,14451
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2016,14853
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2017,15286
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2018,15960
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2019,16683
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2020,17395
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2021,17853
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2022,18172
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2023,18452
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2024,18713
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2025,18962
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2026,19198
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2027,19422
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2028,19632
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2029,19831
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2030,20016
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2031,20193
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2032,20356
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2033,20510
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2034,20651
1,Tarapacá,14,Tamarugal,1401,Pozo Almonte,2035,20782
1,Tarapacá,14,Tamarugal,1402,Camiña,2002,1325
1,Tarapacá,14,Tamarugal,1402,Camiña,2003,1271
1,Tarapacá,14,Tamarugal,1402,Camiña,2004,1242
1,Tarapacá,14,Tamarugal,1402,Camiña,2005,1226
1,Tarapacá,14,Tamarugal,1402,Camiña,2006,1222
1,Tarapacá,14,Tamarugal,1402,Camiña,2007,1222
1,Tarapacá,14,Tamarugal,1402,Camiña,2008,1226
1,Tarapacá,14,Tamarugal,1402,Camiña,2009,1232
1,Tarapacá,14,Tamarugal,1402,Camiña,2010,1237
1,Tarapacá,14,Tamarugal,1402,Camiña,2011,1246
1,Tarapacá,14,Tamarugal,1402,Camiña,2012,1254
1,Tarapacá,14,Tamarugal,1402,Camiña,2013,1260
1,Tarapacá,14,Tamarugal,1402,Camiña,2014,1267
1,Tarapacá,14,Tamarugal,1402,Camiña,2015,1273
1,Tarapacá,14,Tamarugal,1402,Camiña,2016,1278
1,Tarapacá,14,Tamarugal,1402,Camiña,2017,1286
1,Tarapacá,14,Tamarugal,1402,Camiña,2018,1314
1,Tarapacá,14,Tamarugal,1402,Camiña,2019,1345
1,Tarapacá,14,Tamarugal,1402,Camiña,2020,1375
1,Tarapacá,14,Tamarugal,1402,Camiña,2021,1384
1,Tarapacá,14,Tamarugal,1402,Camiña,2022,1383
1,Tarapacá,14,Tamarugal,1402,Camiña,2023,1379
1,Tarapacá,14,Tamarugal,1402,Camiña,2024,1374
1,Tarapacá,14,Tamarugal,1402,Camiña,2025,1371
1,Tarapacá,14,Tamarugal,1402,Camiña,2026,1365
1,Tarapacá,14,Tamarugal,1402,Camiña,2027,1360
1,Tarapacá,14,Tamarugal,1402,Camiña,2028,1355
1,Tarapacá,14,Tamarugal,1402,Camiña,2029,1349
1,Tarapacá,14,Tamarugal,1402,Camiña,2030,1344
1,Tarapacá,14,Tamarugal,1402,Camiña,2031,1337
1,Tarapacá,14,Tamarugal,1402,Camiña,2032,1331
1,Tarapacá,14,Tamarugal,1402,Camiña,2033,1324
1,Tarapacá,14,Tamarugal,1402,Camiña,2034,1318
1,Tarapacá,14,Tamarugal,1402,Camiña,2035,1311
1,Tarapacá,14,Tamarugal,1403,Colchane,2002,1636
1,Tarapacá,14,Tamarugal,1403,Colchane,2003,1564
1,Tarapacá,14,Tamarugal,1403,Colchane,2004,1522
1,Tarapacá,14,Tamarugal,1403,Colchane,2005,1499
1,Tarapacá,14,Tamarugal,1403,Colchane,2006,1488
1,Tarapacá,14,Tamarugal,1403,Colchane,2007,1484
1,Tarapacá,14,Tamarugal,1403,Colchane,2008,1483
1,Tarapacá,14,Tamarugal,1403,Colchane,2009,1484
1,Tarapacá,14,Tamarugal,1403,Colchane,2010,1486
1,Tarapacá,14,Tamarugal,1403,Colchane,2011,1489
1,Tarapacá,14,Tamarugal,1403,Colchane,2012,1494
1,Tarapacá,14,Tamarugal,1403,Colchane,2013,1495
1,Tarapacá,14,Tamarugal,1403,Colchane,2014,1497
1,Tarapacá,14,Tamarugal,1403,Colchane,2015,1499
1,Tarapacá,14,Tamarugal,1403,Colchane,2016,1498
1,Tarapacá,14,Tamarugal,1403,Colchane,2017,1500
1,Tarapacá,14,Tamarugal,1403,Colchane,2018,1527
1,Tarapacá,14,Tamarugal,1403,Colchane,2019,1556
1,Tarapacá,14,Tamarugal,1403,Colchane,2020,1583
1,Tarapacá,14,Tamarugal,1403,Colchane,2021,1588
1,Tarapacá,14,Tamarugal,1403,Colchane,2022,1579
1,Tarapacá,14,Tamarugal,1403,Colchane,2023,1569
1,Tarapacá,14,Tamarugal,1403,Colchane,2024,1558
1,Tarapacá,14,Tamarugal,1403,Colchane,2025,1546
1,Tarapacá,14,Tamarugal,1403,Colchane,2026,1534
1,Tarapacá,14,Tamarugal,1403,Colchane,2027,1522
1,Tarapacá,14,Tamarugal,1403,Colchane,2028,1510
1,Tarapacá,14,Tamarugal,1403,Colchane,2029,1497
1,Tarapacá,14,Tamarugal,1403,Colchane,2030,1485
1,Tarapacá,14,Tamarugal,1403,Colchane,2031,1472
1,Tarapacá,14,Tamarugal,1403,Colchane,2032,1460
1,Tarapacá,14,Tamarugal,1403,Colchane,2033,1447
1,Tarapacá,14,Tamarugal,1403,Colchane,2034,1435
1,Tarapacá,14,Tamarugal,1403,Colchane,2035,1421
1,Tarapacá,14,Tamarugal,1404,Huara,2002,2615
1,Tarapacá,14,Tamarugal,1404,Huara,2003,2517
1,Tarapacá,14,Tamarugal,1404,Huara,2004,2467
1,Tarapacá,14,Tamarugal,1404,Huara,2005,2449
1,Tarapacá,14,Tamarugal,1404,Huara,2006,2450
1,Tarapacá,14,Tamarugal,1404,Huara,2007,2463
1,Tarapacá,14,Tamarugal,1404,Huara,2008,2483
1,Tarapacá,14,Tamarugal,1404,Huara,2009,2508
1,Tarapacá,14,Tamarugal,1404,Huara,2010,2532
1,Tarapacá,14,Tamarugal,1404,Huara,2011,2564
1,Tarapacá,14,Tamarugal,1404,Huara,2012,2596
1,Tarapacá,14,Tamarugal,1404,Huara,2013,2624
1,Tarapacá,14,Tamarugal,1404,Huara,2014,2654
1,Tarapacá,14,Tamarugal,1404,Huara,2015,2685
1,Tarapacá,14,Tamarugal,1404,Huara,2016,2712
1,Tarapacá,14,Tamarugal,1404,Huara,2017,2748
1,Tarapacá,14,Tamarugal,1404,Huara,2018,2826
1,Tarapacá,14,Tamarugal,1404,Huara,2019,2914
1,Tarapacá,14,Tamarugal,1404,Huara,2020,3000
1,Tarapacá,14,Tamarugal,1404,Huara,2021,3043
1,Tarapacá,14,Tamarugal,1404,Huara,2022,3063
1,Tarapacá,14,Tamarugal,1404,Huara,2023,3080
1,Tarapacá,14,Tamarugal,1404,Huara,2024,3095
1,Tarapacá,14,Tamarugal,1404,Huara,2025,3111
1,Tarapacá,14,Tamarugal,1404,Huara,2026,3125
1,Tarapacá,14,Tamarugal,1404,Huara,2027,3140
1,Tarapacá,14,Tamarugal,1404,Huara,2028,3156
1,Tarapacá,14,Tamarugal,1404,Huara,2029,3170
1,Tarapacá,14,Tamarugal,1404,Huara,2030,3185
1,Tarapacá,14,Tamarugal,1404,Huara,2031,3200
1,Tarapacá,14,Tamarugal,1404,Huara,2032,3215
1,Tarapacá,14,Tamarugal,1404,Huara,2033,3230
1,Tarapacá,14,Tamarugal,1404,Huara,2034,3244
1,Tarapacá,14,Tamarugal,1404,Huara,2035,3259
1,Tarapacá,14,Tamarugal,1405,Pica,2002,3620
1,Tarapacá,14,Tamarugal,1405,Pica,2003,3628
1,Tarapacá,14,Tamarugal,1405,Pica,2004,3689
1,Tarapacá,14,Tamarugal,1405,Pica,2005,3786
1,Tarapacá,14,Tamarugal,1405,Pica,2006,3903
1,Tarapacá,14,Tamarugal,1405,Pica,2007,4033
1,Tarapacá,14,Tamarugal,1405,Pica,2008,4170
1,Tarapacá,14,Tamarugal,1405,Pica,2009,4307
1,Tarapacá,14,Tamarugal,1405,Pica,2010,4440
1,Tarapacá,14,Tamarugal,1405,Pica,2011,4579
1,Tarapacá,14,Tamarugal,1405,Pica,2012,4717
1,Tarapacá,14,Tamarugal,1405,Pica,2013,4841
1,Tarapacá,14,Tamarugal,1405,Pica,2014,4967
1,Tarapacá,14,Tamarugal,1405,Pica,2015,5087
1,Tarapacá,14,Tamarugal,1405,Pica,2016,5200
1,Tarapacá,14,Tamarugal,1405,Pica,2017,5320
1,Tarapacá,14,Tamarugal,1405,Pica,2018,5525
1,Tarapacá,14,Tamarugal,1405,Pica,2019,5744
1,Tarapacá,14,Tamarugal,1405,Pica,2020,5958
1,Tarapacá,14,Tamarugal,1405,Pica,2021,6085
1,Tarapacá,14,Tamarugal,1405,Pica,2022,6165
1,Tarapacá,14,Tamarugal,1405,Pica,2023,6231
1,Tarapacá,14,Tamarugal,1405,Pica,2024,6291
1,Tarapacá,14,Tamarugal,1405,Pica,2025,6348
1,Tarapacá,14,Tamarugal,1405,Pica,2026,6402
1,Tarapacá,14,Tamarugal,1405,Pica,2027,6452
1,Tarapacá,14,Tamarugal,1405,Pica,2028,6500
1,Tarapacá,14,Tamarugal,1405,Pica,2029,6544
1,Tarapacá,14,Tamarugal,1405,Pica,2030,6585
1,Tarapacá,14,Tamarugal,1405,Pica,2031,6623
1,Tarapacá,14,Tamarugal,1405,Pica,2032,6659
1,Tarapacá,14,Tamarugal,1405,Pica,2033,6692
1,Tarapacá,14,Tamarugal,1405,Pica,2034,6722
1,Tarapacá,14,Tamarugal,1405,Pica,2035,6749
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2002,300303
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2003,305302
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2004,310271
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2005,315097
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2006,319944
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2007,325014
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2008,330287
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2009,335467
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2010,340633
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2011,345973
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2012,351234
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2013,356933
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2014,363207
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2015,369028
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2016,374882
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2017,381635
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2018,395387
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2019,410618
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2020,425725
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2021,433712
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2022,437883
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2023,441211
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2024,444276
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2025,447224
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2026,450070
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2027,452820
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2028,455463
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2029,458002
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2030,460437
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2031,462928
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2032,465209
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2033,467395
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2034,469469
2,Antofagasta,21,Antofagasta,2101,Antofagasta,2035,471431
2,Antofagasta,21,Antofagasta,2102,Mejillones,2002,8400
2,Antofagasta,21,Antofagasta,2102,Mejillones,2003,8682
2,Antofagasta,21,Antofagasta,2102,Mejillones,2004,8965
2,Antofagasta,21,Antofagasta,2102,Mejillones,2005,9246
2,Antofagasta,21,Antofagasta,2102,Mejillones,2006,9529
2,Antofagasta,21,Antofagasta,2102,Mejillones,2007,9818
2,Antofagasta,21,Antofagasta,2102,Mejillones,2008,10116
2,Antofagasta,21,Antofagasta,2102,Mejillones,2009,10411
2,Antofagasta,21,Antofagasta,2102,Mejillones,2010,10706
2,Antofagasta,21,Antofagasta,2102,Mejillones,2011,11008
2,Antofagasta,21,Antofagasta,2102,Mejillones,2012,11306
2,Antofagasta,21,Antofagasta,2102,Mejillones,2013,11619
2,Antofagasta,21,Antofagasta,2102,Mejillones,2014,11950
2,Antofagasta,21,Antofagasta,2102,Mejillones,2015,12267
2,Antofagasta,21,Antofagasta,2102,Mejillones,2016,12586
2,Antofagasta,21,Antofagasta,2102,Mejillones,2017,12933
2,Antofagasta,21,Antofagasta,2102,Mejillones,2018,13510
2,Antofagasta,21,Antofagasta,2102,Mejillones,2019,14143
2,Antofagasta,21,Antofagasta,2102,Mejillones,2020,14776
2,Antofagasta,21,Antofagasta,2102,Mejillones,2021,15168
2,Antofagasta,21,Antofagasta,2102,Mejillones,2022,15430
2,Antofagasta,21,Antofagasta,2102,Mejillones,2023,15659
2,Antofagasta,21,Antofagasta,2102,Mejillones,2024,15877
2,Antofagasta,21,Antofagasta,2102,Mejillones,2025,16087
2,Antofagasta,21,Antofagasta,2102,Mejillones,2026,16291
2,Antofagasta,21,Antofagasta,2102,Mejillones,2027,16487
2,Antofagasta,21,Antofagasta,2102,Mejillones,2028,16676
2,Antofagasta,21,Antofagasta,2102,Mejillones,2029,16860
2,Antofagasta,21,Antofagasta,2102,Mejillones,2030,17036
2,Antofagasta,21,Antofagasta,2102,Mejillones,2031,17210
2,Antofagasta,21,Antofagasta,2102,Mejillones,2032,17375
2,Antofagasta,21,Antofagasta,2102,Mejillones,2033,17532
2,Antofagasta,21,Antofagasta,2102,Mejillones,2034,17682
2,Antofagasta,21,Antofagasta,2102,Mejillones,2035,17824
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2002,1302
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2003,1319
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2004,1337
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2005,1355
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2006,1371
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2007,1388
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2008,1406
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2009,1423
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2010,1441
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2011,1460
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2012,1478
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2013,1497
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2014,1519
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2015,1539
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2016,1559
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2017,1582
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2018,1633
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2019,1690
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2020,1746
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2021,1772
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2022,1784
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2023,1792
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2024,1800
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2025,1806
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2026,1813
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2027,1818
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2028,1823
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2029,1828
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2030,1832
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2031,1836
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2032,1840
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2033,1843
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2034,1844
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,2035,1845
2,Antofagasta,21,Antofagasta,2104,Taltal,2002,10711
2,Antofagasta,21,Antofagasta,2104,Taltal,2003,10848
2,Antofagasta,21,Antofagasta,2104,Taltal,2004,10983
2,Antofagasta,21,Antofagasta,2104,Taltal,2005,11112
2,Antofagasta,21,Antofagasta,2104,Taltal,2006,11239
2,Antofagasta,21,Antofagasta,2104,Taltal,2007,11373
2,Antofagasta,21,Antofagasta,2104,Taltal,2008,11514
2,Antofagasta,21,Antofagasta,2104,Taltal,2009,11648
2,Antofagasta,21,Antofagasta,2104,Taltal,2010,11781
2,Antofagasta,21,Antofagasta,2104,Taltal,2011,11919
2,Antofagasta,21,Antofagasta,2104,Taltal,2012,12052
2,Antofagasta,21,Antofagasta,2104,Taltal,2013,12199
2,Antofagasta,21,Antofagasta,2104,Taltal,2014,12362
2,Antofagasta,21,Antofagasta,2104,Taltal,2015,12510
2,Antofagasta,21,Antofagasta,2104,Taltal,2016,12657
2,Antofagasta,21,Antofagasta,2104,Taltal,2017,12831
2,Antofagasta,21,Antofagasta,2104,Taltal,2018,13078
2,Antofagasta,21,Antofagasta,2104,Taltal,2019,13371
2,Antofagasta,21,Antofagasta,2104,Taltal,2020,13657
2,Antofagasta,21,Antofagasta,2104,Taltal,2021,13806
2,Antofagasta,21,Antofagasta,2104,Taltal,2022,13883
2,Antofagasta,21,Antofagasta,2104,Taltal,2023,13929
2,Antofagasta,21,Antofagasta,2104,Taltal,2024,13967
2,Antofagasta,21,Antofagasta,2104,Taltal,2025,13999
2,Antofagasta,21,Antofagasta,2104,Taltal,2026,14027
2,Antofagasta,21,Antofagasta,2104,Taltal,2027,14050
2,Antofagasta,21,Antofagasta,2104,Taltal,2028,14069
2,Antofagasta,21,Antofagasta,2104,Taltal,2029,14083
2,Antofagasta,21,Antofagasta,2104,Taltal,2030,14093
2,Antofagasta,21,Antofagasta,2104,Taltal,2031,14103
2,Antofagasta,21,Antofagasta,2104,Taltal,2032,14106
2,Antofagasta,21,Antofagasta,2104,Taltal,2033,14105
2,Antofagasta,21,Antofagasta,2104,Taltal,2034,14100
2,Antofagasta,21,Antofagasta,2104,Taltal,2035,14090
2,Antofagasta,22,El Loa,2201,Calama,2002,142211
2,Antofagasta,22,El Loa,2201,Calama,2003,144076
2,Antofagasta,22,El Loa,2201,Calama,2004,145916
2,Antofagasta,22,El Loa,2201,Calama,2005,147681
2,Antofagasta,22,El Loa,2201,Calama,2006,149442
2,Antofagasta,22,El Loa,2201,Calama,2007,151296
2,Antofagasta,22,El Loa,2201,Calama,2008,153235
2,Antofagasta,22,El Loa,2201,Calama,2009,155115
2,Antofagasta,22,El Loa,2201,Calama,2010,156978
2,Antofagasta,22,El Loa,2201,Calama,2011,158912
2,Antofagasta,22,El Loa,2201,Calama,2012,160794
2,Antofagasta,22,El Loa,2201,Calama,2013,162867
2,Antofagasta,22,El Loa,2201,Calama,2014,165184
2,Antofagasta,22,El Loa,2201,Calama,2015,167284
2,Antofagasta,22,El Loa,2201,Calama,2016,169385
2,Antofagasta,22,El Loa,2201,Calama,2017,171875
2,Antofagasta,22,El Loa,2201,Calama,2018,177642
2,Antofagasta,22,El Loa,2201,Calama,2019,184036
2,Antofagasta,22,El Loa,2201,Calama,2020,190336
2,Antofagasta,22,El Loa,2201,Calama,2021,193343
2,Antofagasta,22,El Loa,2201,Calama,2022,194575
2,Antofagasta,22,El Loa,2201,Calama,2023,195423
2,Antofagasta,22,El Loa,2201,Calama,2024,196152
2,Antofagasta,22,El Loa,2201,Calama,2025,196820
2,Antofagasta,22,El Loa,2201,Calama,2026,197438
2,Antofagasta,22,El Loa,2201,Calama,2027,198008
2,Antofagasta,22,El Loa,2201,Calama,2028,198525
2,Antofagasta,22,El Loa,2201,Calama,2029,198991
2,Antofagasta,22,El Loa,2201,Calama,2030,199407
2,Antofagasta,22,El Loa,2201,Calama,2031,199842
2,Antofagasta,22,El Loa,2201,Calama,2032,200181
2,Antofagasta,22,El Loa,2201,Calama,2033,200474
2,Antofagasta,22,El Loa,2201,Calama,2034,200713
2,Antofagasta,22,El Loa,2201,Calama,2035,200900
2,Antofagasta,22,El Loa,2202,Ollagüe,2002,422
2,Antofagasta,22,El Loa,2202,Ollagüe,2003,404
2,Antofagasta,22,El Loa,2202,Ollagüe,2004,387
2,Antofagasta,22,El Loa,2202,Ollagüe,2005,374
2,Antofagasta,22,El Loa,2202,Ollagüe,2006,362
2,Antofagasta,22,El Loa,2202,Ollagüe,2007,350
2,Antofagasta,22,El Loa,2202,Ollagüe,2008,338
2,Antofagasta,22,El Loa,2202,Ollagüe,2009,329
2,Antofagasta,22,El Loa,2202,Ollagüe,2010,320
2,Antofagasta,22,El Loa,2202,Ollagüe,2011,313
2,Antofagasta,22,El Loa,2202,Ollagüe,2012,306
2,Antofagasta,22,El Loa,2202,Ollagüe,2013,300
2,Antofagasta,22,El Loa,2202,Ollagüe,2014,295
2,Antofagasta,22,El Loa,2202,Ollagüe,2015,289
2,Antofagasta,22,El Loa,2202,Ollagüe,2016,285
2,Antofagasta,22,El Loa,2202,Ollagüe,2017,281
2,Antofagasta,22,El Loa,2202,Ollagüe,2018,282
2,Antofagasta,22,El Loa,2202,Ollagüe,2019,284
2,Antofagasta,22,El Loa,2202,Ollagüe,2020,287
2,Antofagasta,22,El Loa,2202,Ollagüe,2021,283
2,Antofagasta,22,El Loa,2202,Ollagüe,2022,279
2,Antofagasta,22,El Loa,2202,Ollagüe,2023,274
